Code,Name
CURRFX/UGXUSD,Currency Exchange Rates - UGX vs USD
CURRFX/USDSAR,Currency Exchange Rates - USD vs SAR
CURRFX/VUVAUD,Currency Exchange Rates - VUV vs AUD
CURRFX/USDSTD,Currency Exchange Rates - USD vs STD
CURRFX/WSTEUR,Currency Exchange Rates - WST vs EUR
CURRFX/XAFEUR,Currency Exchange Rates - XAF vs EUR
CURRFX/ZARUSD,Currency Exchange Rates - ZAR vs USD
CURRFX/MYRUSD,Currency Exchange Rates - MYR vs USD
CURRFX/GHCAUD,Currency Exchange Rates - GHC vs AUD
CURRFX/SDDAUD,Currency Exchange Rates - SDD vs AUD
CURRFX/EEKEUR,Currency Exchange Rates - EEK vs EUR
CURRFX/USDXAF,Currency Exchange Rates - USD vs XAF
CURRFX/EURSEK,Currency Exchange Rates - EUR vs SEK
CURRFX/AEDAUD,Currency Exchange Rates - AED vs AUD
CURRFX/AUDMRO,Currency Exchange Rates - AUD vs MRO
CURRFX/AUDTTD,Currency Exchange Rates - AUD vs TTD
CURRFX/AUDBMD,Currency Exchange Rates - AUD vs BMD
CURRFX/AUDBSD,Currency Exchange Rates - AUD vs BSD
CURRFX/BOBUSD,Currency Exchange Rates - BOB vs USD
CURRFX/AUDVEF,Currency Exchange Rates - AUD vs VEF
CURRFX/BDTAUD,Currency Exchange Rates - BDT vs AUD
CURRFX/BDTEUR,Currency Exchange Rates - BDT vs EUR
CURRFX/COPAUD,Currency Exchange Rates - COP vs AUD
CURRFX/ECSEUR,Currency Exchange Rates - ECS vs EUR
CURRFX/EURMYR,Currency Exchange Rates - EUR vs MYR
CURRFX/EURALL,Currency Exchange Rates - EUR vs ALL
CURRFX/EURMRO,Currency Exchange Rates - EUR vs MRO
CURRFX/EURGIP,Currency Exchange Rates - EUR vs GIP
CURRFX/EURMWK,Currency Exchange Rates - EUR vs MWK
CURRFX/FJDAUD,Currency Exchange Rates - FJD vs AUD
CURRFX/EURETB,Currency Exchange Rates - EUR vs ETB
CURRFX/KGSAUD,Currency Exchange Rates - KGS vs AUD
CURRFX/RONUSD,Currency Exchange Rates - RON vs USD
CURRFX/ISKEUR,Currency Exchange Rates - ISK vs EUR
CURRFX/SBDUSD,Currency Exchange Rates - SBD vs USD
CURRFX/MROAUD,Currency Exchange Rates - MRO vs AUD
CURRFX/PLNEUR,Currency Exchange Rates - PLN vs EUR
CURRFX/USDTND,Currency Exchange Rates - USD vs TND
CURRFX/ZARAUD,Currency Exchange Rates - ZAR vs AUD
CURRFX/USDLRD,Currency Exchange Rates - USD vs LRD
CURRFX/USDPHP,Currency Exchange Rates - USD vs PHP
CURRFX/STDEUR,Currency Exchange Rates - STD vs EUR
CURRFX/SEKNZD,Currency Exchange Rates - SEK vs NZD
CURRFX/USDBHD,Currency Exchange Rates - USD vs BHD
CURRFX/USDSLL,Currency Exchange Rates - USD vs SLL
CURRFX/USDMMK,Currency Exchange Rates - USD vs MMK
CURRFX/USDSHP,Currency Exchange Rates - USD vs SHP
CURRFX/XPFUSD,Currency Exchange Rates - XPF vs USD
CURRFX/AUDHRK,Currency Exchange Rates - AUD vs HRK
CURRFX/AUDNIO,Currency Exchange Rates - AUD vs NIO
CURRFX/BTNAUD,Currency Exchange Rates - BTN vs AUD
CURRFX/BWPEUR,Currency Exchange Rates - BWP vs EUR
CURRFX/EURSLL,Currency Exchange Rates - EUR vs SLL
CURRFX/EURGMD,Currency Exchange Rates - EUR vs GMD
CURRFX/EURAED,Currency Exchange Rates - EUR vs AED
CURRFX/MMKUSD,Currency Exchange Rates - MMK vs USD
CURRFX/USDGMD,Currency Exchange Rates - USD vs GMD
CURRFX/NZDCHF,Currency Exchange Rates - NZD vs CHF
CURRFX/USDPYG,Currency Exchange Rates - USD vs PYG
CURRFX/YERAUD,Currency Exchange Rates - YER vs AUD
CURRFX/USDBND,Currency Exchange Rates - USD vs BND
CURRFX/USDMYR,Currency Exchange Rates - USD vs MYR
CURRFX/AFNAUD,Currency Exchange Rates - AFN vs AUD
CURRFX/AMDUSD,Currency Exchange Rates - AMD vs USD
CURRFX/AUDVEB,Currency Exchange Rates - AUD vs VEB
CURRFX/EURTWD,Currency Exchange Rates - EUR vs TWD
CURRFX/JPYCAD,Currency Exchange Rates - JPY vs CAD
CURRFX/KESUSD,Currency Exchange Rates - KES vs USD
CURRFX/LKREUR,Currency Exchange Rates - LKR vs EUR
CURRFX/SBDAUD,Currency Exchange Rates - SBD vs AUD
CURRFX/USDHRK,Currency Exchange Rates - USD vs HRK
CURRFX/EURPHP,Currency Exchange Rates - EUR vs PHP
CURRFX/AUDPYG,Currency Exchange Rates - AUD vs PYG
CURRFX/AEDEUR,Currency Exchange Rates - AED vs EUR
CURRFX/AUDKYD,Currency Exchange Rates - AUD vs KYD
CURRFX/AUDLVL,Currency Exchange Rates - AUD vs LVL
CURRFX/CRCEUR,Currency Exchange Rates - CRC vs EUR
CURRFX/EURBSD,Currency Exchange Rates - EUR vs BSD
CURRFX/EURBGN,Currency Exchange Rates - EUR vs BGN
CURRFX/FJDUSD,Currency Exchange Rates - FJD vs USD
CURRFX/LTLINR,Currency Exchange Rates - LTL vs INR
CURRFX/LSLEUR,Currency Exchange Rates - LSL vs EUR
CURRFX/MADEUR,Currency Exchange Rates - MAD vs EUR
CURRFX/MUREUR,Currency Exchange Rates - MUR vs EUR
CURRFX/MURAUD,Currency Exchange Rates - MUR vs AUD
CURRFX/SLLUSD,Currency Exchange Rates - SLL vs USD
CURRFX/STDUSD,Currency Exchange Rates - STD vs USD
CURRFX/USDEUR,Currency Exchange Rates - USD vs EUR
CURRFX/USDHTG,Currency Exchange Rates - USD vs HTG
CURRFX/USDTRY,Currency Exchange Rates - USD vs TRY
CURRFX/ZMKUSD,Currency Exchange Rates - ZMK vs USD
CURRFX/WSTAUD,Currency Exchange Rates - WST vs AUD
CURRFX/GHCCNY,Currency Exchange Rates - GHC vs CNY
CURRFX/INRAZM,Currency Exchange Rates - INR vs AZM
CURRFX/EURFRF,Currency Exchange Rates - EUR vs FRF
CURRFX/AUDKRW,Currency Exchange Rates - AUD vs KRW
CURRFX/BSDEUR,Currency Exchange Rates - BSD vs EUR
CURRFX/MGFEUR,Currency Exchange Rates - MGF vs EUR
CURRFX/AUDCOP,Currency Exchange Rates - AUD vs COP
CURRFX/EURMAD,Currency Exchange Rates - EUR vs MAD
CURRFX/FRFUSD,Currency Exchange Rates - FRF vs USD
CURRFX/MXNAUD,Currency Exchange Rates - MXN vs AUD
CURRFX/IQDEUR,Currency Exchange Rates - IQD vs EUR
CURRFX/ZMKEUR,Currency Exchange Rates - ZMK vs EUR
CURRFX/MMKEUR,Currency Exchange Rates - MMK vs EUR
CURRFX/GHSEUR,Currency Exchange Rates - GHS vs EUR
CURRFX/ZWDINR,Currency Exchange Rates - ZWD vs INR
CURRFX/JODEUR,Currency Exchange Rates - JOD vs EUR
CURRFX/USDMOP,Currency Exchange Rates - USD vs MOP
CURRFX/EURMZM,Currency Exchange Rates - EUR vs MZM
CURRFX/VEBAUD,Currency Exchange Rates - VEB vs AUD
CURRFX/TMMAUD,Currency Exchange Rates - TMM vs AUD
CURRFX/MZMGBP,Currency Exchange Rates - MZM vs GBP
CURRFX/TMMIDR,Currency Exchange Rates - TMM vs IDR
CURRFX/VEBRUB,Currency Exchange Rates - VEB vs RUB
CURRFX/IDRSRG,Currency Exchange Rates - IDR vs SRG
CURRFX/TMMRUB,Currency Exchange Rates - TMM vs RUB
CURRFX/IDRAZM,Currency Exchange Rates - IDR vs AZM
CURRFX/EEKIDR,Currency Exchange Rates - EEK vs IDR
CURRFX/INRSRG,Currency Exchange Rates - INR vs SRG
CURRFX/INRGHC,Currency Exchange Rates - INR vs GHC
CURRFX/AUDJPY,Currency Exchange Rates - AUD vs JPY
CURRFX/AUDRWF,Currency Exchange Rates - AUD vs RWF
CURRFX/AUDGMD,Currency Exchange Rates - AUD vs GMD
CURRFX/AUDNZD,Currency Exchange Rates - AUD vs NZD
CURRFX/AUDRSD,Currency Exchange Rates - AUD vs RSD
CURRFX/AUDZMW,Currency Exchange Rates - AUD vs ZMW
CURRFX/MNTEUR,Currency Exchange Rates - MNT vs EUR
CURRFX/AUDLSL,Currency Exchange Rates - AUD vs LSL
CURRFX/AUDSAR,Currency Exchange Rates - AUD vs SAR
CURRFX/AUDPEN,Currency Exchange Rates - AUD vs PEN
CURRFX/AFNEUR,Currency Exchange Rates - AFN vs EUR
CURRFX/ALLEUR,Currency Exchange Rates - ALL vs EUR
CURRFX/AUDWST,Currency Exchange Rates - AUD vs WST
CURRFX/BGNUSD,Currency Exchange Rates - BGN vs USD
CURRFX/AMDAUD,Currency Exchange Rates - AMD vs AUD
CURRFX/AUDKZT,Currency Exchange Rates - AUD vs KZT
CURRFX/AOAEUR,Currency Exchange Rates - AOA vs EUR
CURRFX/AUDAED,Currency Exchange Rates - AUD vs AED
CURRFX/AUDMMK,Currency Exchange Rates - AUD vs MMK
CURRFX/AUDANG,Currency Exchange Rates - AUD vs ANG
CURRFX/AUDFJD,Currency Exchange Rates - AUD vs FJD
CURRFX/AUDSYP,Currency Exchange Rates - AUD vs SYP
CURRFX/AUDTND,Currency Exchange Rates - AUD vs TND
CURRFX/ARSUSD,Currency Exchange Rates - ARS vs USD
CURRFX/AUDBIF,Currency Exchange Rates - AUD vs BIF
CURRFX/AUDEUR,Currency Exchange Rates - AUD vs EUR
CURRFX/AWGEUR,Currency Exchange Rates - AWG vs EUR
CURRFX/AUDBND,Currency Exchange Rates - AUD vs BND
CURRFX/AUDPAB,Currency Exchange Rates - AUD vs PAB
CURRFX/AUDMDL,Currency Exchange Rates - AUD vs MDL
CURRFX/AUDRON,Currency Exchange Rates - AUD vs RON
CURRFX/AUDSVC,Currency Exchange Rates - AUD vs SVC
CURRFX/AUDKGS,Currency Exchange Rates - AUD vs KGS
CURRFX/AUDMXN,Currency Exchange Rates - AUD vs MXN
CURRFX/AUDMOP,Currency Exchange Rates - AUD vs MOP
CURRFX/AUDSDG,Currency Exchange Rates - AUD vs SDG
CURRFX/BHDUSD,Currency Exchange Rates - BHD vs USD
CURRFX/BMDAUD,Currency Exchange Rates - BMD vs AUD
CURRFX/BNDAUD,Currency Exchange Rates - BND vs AUD
CURRFX/BIFAUD,Currency Exchange Rates - BIF vs AUD
CURRFX/CLPUSD,Currency Exchange Rates - CLP vs USD
CURRFX/BOBEUR,Currency Exchange Rates - BOB vs EUR
CURRFX/BTNINR,Currency Exchange Rates - BTN vs INR
CURRFX/BYRINR,Currency Exchange Rates - BYR vs INR
CURRFX/CNYSLL,Currency Exchange Rates - CNY vs SLL
CURRFX/COPUSD,Currency Exchange Rates - COP vs USD
CURRFX/EURBTN,Currency Exchange Rates - EUR vs BTN
CURRFX/EURMVR,Currency Exchange Rates - EUR vs MVR
CURRFX/EURILS,Currency Exchange Rates - EUR vs ILS
CURRFX/EURMOP,Currency Exchange Rates - EUR vs MOP
CURRFX/EGPAUD,Currency Exchange Rates - EGP vs AUD
CURRFX/DKKUSD,Currency Exchange Rates - DKK vs USD
CURRFX/EURTHB,Currency Exchange Rates - EUR vs THB
CURRFX/EURPKR,Currency Exchange Rates - EUR vs PKR
CURRFX/EURUYU,Currency Exchange Rates - EUR vs UYU
CURRFX/EURJMD,Currency Exchange Rates - EUR vs JMD
CURRFX/EURSDG,Currency Exchange Rates - EUR vs SDG
CURRFX/EURSHP,Currency Exchange Rates - EUR vs SHP
CURRFX/EGPRUB,Currency Exchange Rates - EGP vs RUB
CURRFX/EURBIF,Currency Exchange Rates - EUR vs BIF
CURRFX/EURUSD,Currency Exchange Rates - EUR vs USD
CURRFX/FJDINR,Currency Exchange Rates - FJD vs INR
CURRFX/GBPDOP,Currency Exchange Rates - GBP vs DOP
CURRFX/GBPEGP,Currency Exchange Rates - GBP vs EGP
CURRFX/GBPSAR,Currency Exchange Rates - GBP vs SAR
CURRFX/GBPTMT,Currency Exchange Rates - GBP vs TMT
CURRFX/GTQAUD,Currency Exchange Rates - GTQ vs AUD
CURRFX/HNLAUD,Currency Exchange Rates - HNL vs AUD
CURRFX/HRKEUR,Currency Exchange Rates - HRK vs EUR
CURRFX/KPWAUD,Currency Exchange Rates - KPW vs AUD
CURRFX/ILSAUD,Currency Exchange Rates - ILS vs AUD
CURRFX/ILSUSD,Currency Exchange Rates - ILS vs USD
CURRFX/INRSLL,Currency Exchange Rates - INR vs SLL
CURRFX/JPYSEK,Currency Exchange Rates - JPY vs SEK
CURRFX/INRTHB,Currency Exchange Rates - INR vs THB
CURRFX/IQDUSD,Currency Exchange Rates - IQD vs USD
CURRFX/JPYNOK,Currency Exchange Rates - JPY vs NOK
CURRFX/MGAAUD,Currency Exchange Rates - MGA vs AUD
CURRFX/LRDEUR,Currency Exchange Rates - LRD vs EUR
CURRFX/NGNAUD,Currency Exchange Rates - NGN vs AUD
CURRFX/MNTAUD,Currency Exchange Rates - MNT vs AUD
CURRFX/LSLIDR,Currency Exchange Rates - LSL vs IDR
CURRFX/MROEUR,Currency Exchange Rates - MRO vs EUR
CURRFX/MWKUSD,Currency Exchange Rates - MWK vs USD
CURRFX/PGKAUD,Currency Exchange Rates - PGK vs AUD
CURRFX/NOKNZD,Currency Exchange Rates - NOK vs NZD
CURRFX/PYGUSD,Currency Exchange Rates - PYG vs USD
CURRFX/PHPINR,Currency Exchange Rates - PHP vs INR
CURRFX/RWFAUD,Currency Exchange Rates - RWF vs AUD
CURRFX/SOSEUR,Currency Exchange Rates - SOS vs EUR
CURRFX/SDGEUR,Currency Exchange Rates - SDG vs EUR
CURRFX/RWFEUR,Currency Exchange Rates - RWF vs EUR
CURRFX/SLLAUD,Currency Exchange Rates - SLL vs AUD
CURRFX/USDSEK,Currency Exchange Rates - USD vs SEK
CURRFX/SVCUSD,Currency Exchange Rates - SVC vs USD
CURRFX/USDMDL,Currency Exchange Rates - USD vs MDL
CURRFX/VEFAUD,Currency Exchange Rates - VEF vs AUD
CURRFX/TMTAUD,Currency Exchange Rates - TMT vs AUD
CURRFX/USDBMD,Currency Exchange Rates - USD vs BMD
CURRFX/USDPGK,Currency Exchange Rates - USD vs PGK
CURRFX/USDTWD,Currency Exchange Rates - USD vs TWD
CURRFX/USDLYD,Currency Exchange Rates - USD vs LYD
CURRFX/XCDAUD,Currency Exchange Rates - XCD vs AUD
CURRFX/XAFUSD,Currency Exchange Rates - XAF vs USD
CURRFX/VNDUSD,Currency Exchange Rates - VND vs USD
CURRFX/XAFIDR,Currency Exchange Rates - XAF vs IDR
CURRFX/AUDBGN,Currency Exchange Rates - AUD vs BGN
CURRFX/AUDPHP,Currency Exchange Rates - AUD vs PHP
CURRFX/BDTUSD,Currency Exchange Rates - BDT vs USD
CURRFX/BTNUSD,Currency Exchange Rates - BTN vs USD
CURRFX/CDFUSD,Currency Exchange Rates - CDF vs USD
CURRFX/DJFUSD,Currency Exchange Rates - DJF vs USD
CURRFX/EURHRK,Currency Exchange Rates - EUR vs HRK
CURRFX/EURECS,Currency Exchange Rates - EUR vs ECS
CURRFX/AOAAUD,Currency Exchange Rates - AOA vs AUD
CURRFX/EURKGS,Currency Exchange Rates - EUR vs KGS
CURRFX/AUDBRL,Currency Exchange Rates - AUD vs BRL
CURRFX/AUDDJF,Currency Exchange Rates - AUD vs DJF
CURRFX/EURKES,Currency Exchange Rates - EUR vs KES
CURRFX/AUDBYR,Currency Exchange Rates - AUD vs BYR
CURRFX/AUDGIP,Currency Exchange Rates - AUD vs GIP
CURRFX/AUDMVR,Currency Exchange Rates - AUD vs MVR
CURRFX/AUDNOK,Currency Exchange Rates - AUD vs NOK
CURRFX/AUDNAD,Currency Exchange Rates - AUD vs NAD
CURRFX/AUDUAH,Currency Exchange Rates - AUD vs UAH
CURRFX/AUDUYU,Currency Exchange Rates - AUD vs UYU
CURRFX/AUDXPF,Currency Exchange Rates - AUD vs XPF
CURRFX/AUDUSD,Currency Exchange Rates - AUD vs USD
CURRFX/AUDYER,Currency Exchange Rates - AUD vs YER
CURRFX/BTNEUR,Currency Exchange Rates - BTN vs EUR
CURRFX/BWPGBP,Currency Exchange Rates - BWP vs GBP
CURRFX/CADUSD,Currency Exchange Rates - CAD vs USD
CURRFX/HKDEUR,Currency Exchange Rates - HKD vs EUR
CURRFX/GNFAUD,Currency Exchange Rates - GNF vs AUD
CURRFX/HNLUSD,Currency Exchange Rates - HNL vs USD
CURRFX/EURLRD,Currency Exchange Rates - EUR vs LRD
CURRFX/GHSRUB,Currency Exchange Rates - GHS vs RUB
CURRFX/GMDEUR,Currency Exchange Rates - GMD vs EUR
CURRFX/JPYAUD,Currency Exchange Rates - JPY vs AUD
CURRFX/KESCNY,Currency Exchange Rates - KES vs CNY
CURRFX/KRWEUR,Currency Exchange Rates - KRW vs EUR
CURRFX/MROINR,Currency Exchange Rates - MRO vs INR
CURRFX/INRPKR,Currency Exchange Rates - INR vs PKR
CURRFX/INRQAR,Currency Exchange Rates - INR vs QAR
CURRFX/IQDAUD,Currency Exchange Rates - IQD vs AUD
CURRFX/IRRUSD,Currency Exchange Rates - IRR vs USD
CURRFX/PENAUD,Currency Exchange Rates - PEN vs AUD
CURRFX/NZDJPY,Currency Exchange Rates - NZD vs JPY
CURRFX/KHREUR,Currency Exchange Rates - KHR vs EUR
CURRFX/PLNAUD,Currency Exchange Rates - PLN vs AUD
CURRFX/LKRUSD,Currency Exchange Rates - LKR vs USD
CURRFX/MROUSD,Currency Exchange Rates - MRO vs USD
CURRFX/PYGAUD,Currency Exchange Rates - PYG vs AUD
CURRFX/TJSEUR,Currency Exchange Rates - TJS vs EUR
CURRFX/SCRUSD,Currency Exchange Rates - SCR vs USD
CURRFX/SHPAUD,Currency Exchange Rates - SHP vs AUD
CURRFX/TOPUSD,Currency Exchange Rates - TOP vs USD
CURRFX/USDBBD,Currency Exchange Rates - USD vs BBD
CURRFX/USDKRW,Currency Exchange Rates - USD vs KRW
CURRFX/USDMWK,Currency Exchange Rates - USD vs MWK
CURRFX/VUVUSD,Currency Exchange Rates - VUV vs USD
CURRFX/USDGYD,Currency Exchange Rates - USD vs GYD
CURRFX/USDBWP,Currency Exchange Rates - USD vs BWP
CURRFX/USDCUP,Currency Exchange Rates - USD vs CUP
CURRFX/USDSRD,Currency Exchange Rates - USD vs SRD
CURRFX/TZSEUR,Currency Exchange Rates - TZS vs EUR
CURRFX/UYUEUR,Currency Exchange Rates - UYU vs EUR
CURRFX/USDXOF,Currency Exchange Rates - USD vs XOF
CURRFX/USDNAD,Currency Exchange Rates - USD vs NAD
CURRFX/USDUAH,Currency Exchange Rates - USD vs UAH
CURRFX/USDVUV,Currency Exchange Rates - USD vs VUV
CURRFX/UYUAUD,Currency Exchange Rates - UYU vs AUD
CURRFX/XOFUSD,Currency Exchange Rates - XOF vs USD
CURRFX/ZMWAUD,Currency Exchange Rates - ZMW vs AUD
CURRFX/BZDCNY,Currency Exchange Rates - BZD vs CNY
CURRFX/BMDIDR,Currency Exchange Rates - BMD vs IDR
CURRFX/AUDMYR,Currency Exchange Rates - AUD vs MYR
CURRFX/AUDPKR,Currency Exchange Rates - AUD vs PKR
CURRFX/AUDSOS,Currency Exchange Rates - AUD vs SOS
CURRFX/AZNIDR,Currency Exchange Rates - AZN vs IDR
CURRFX/CNYBWP,Currency Exchange Rates - CNY vs BWP
CURRFX/CNYMKD,Currency Exchange Rates - CNY vs MKD
CURRFX/CNYCRC,Currency Exchange Rates - CNY vs CRC
CURRFX/BYRCNY,Currency Exchange Rates - BYR vs CNY
CURRFX/BSDINR,Currency Exchange Rates - BSD vs INR
CURRFX/CNYBTN,Currency Exchange Rates - CNY vs BTN
CURRFX/CNYCAD,Currency Exchange Rates - CNY vs CAD
CURRFX/BTNIDR,Currency Exchange Rates - BTN vs IDR
CURRFX/CNYKHR,Currency Exchange Rates - CNY vs KHR
CURRFX/CNYMAD,Currency Exchange Rates - CNY vs MAD
CURRFX/CNYBND,Currency Exchange Rates - CNY vs BND
CURRFX/CNYAWG,Currency Exchange Rates - CNY vs AWG
CURRFX/CNYKGS,Currency Exchange Rates - CNY vs KGS
CURRFX/CNYEUR,Currency Exchange Rates - CNY vs EUR
CURRFX/CNYGMD,Currency Exchange Rates - CNY vs GMD
CURRFX/CNYISK,Currency Exchange Rates - CNY vs ISK
CURRFX/GBPRON,Currency Exchange Rates - GBP vs RON
CURRFX/CNYJPY,Currency Exchange Rates - CNY vs JPY
CURRFX/CNYLAK,Currency Exchange Rates - CNY vs LAK
CURRFX/CNYOMR,Currency Exchange Rates - CNY vs OMR
CURRFX/CNYMNT,Currency Exchange Rates - CNY vs MNT
CURRFX/CNYSEK,Currency Exchange Rates - CNY vs SEK
CURRFX/CNYMOP,Currency Exchange Rates - CNY vs MOP
CURRFX/CNYNIO,Currency Exchange Rates - CNY vs NIO
CURRFX/CUPINR,Currency Exchange Rates - CUP vs INR
CURRFX/CNYNZD,Currency Exchange Rates - CNY vs NZD
CURRFX/DKKIDR,Currency Exchange Rates - DKK vs IDR
CURRFX/GBPTRY,Currency Exchange Rates - GBP vs TRY
CURRFX/CVERUB,Currency Exchange Rates - CVE vs RUB
CURRFX/GBPUZS,Currency Exchange Rates - GBP vs UZS
CURRFX/ECSINR,Currency Exchange Rates - ECS vs INR
CURRFX/EURVUV,Currency Exchange Rates - EUR vs VUV
CURRFX/EURKHR,Currency Exchange Rates - EUR vs KHR
CURRFX/CZKRUB,Currency Exchange Rates - CZK vs RUB
CURRFX/GBPSLL,Currency Exchange Rates - GBP vs SLL
CURRFX/CUPCNY,Currency Exchange Rates - CUP vs CNY
CURRFX/DJFIDR,Currency Exchange Rates - DJF vs IDR
CURRFX/GBPDJF,Currency Exchange Rates - GBP vs DJF
CURRFX/DOPGBP,Currency Exchange Rates - DOP vs GBP
CURRFX/GBPBHD,Currency Exchange Rates - GBP vs BHD
CURRFX/FKPINR,Currency Exchange Rates - FKP vs INR
CURRFX/ECSCNY,Currency Exchange Rates - ECS vs CNY
CURRFX/EURNAD,Currency Exchange Rates - EUR vs NAD
CURRFX/GBPCVE,Currency Exchange Rates - GBP vs CVE
CURRFX/GBPBOB,Currency Exchange Rates - GBP vs BOB
CURRFX/EUROMR,Currency Exchange Rates - EUR vs OMR
CURRFX/GBPKZT,Currency Exchange Rates - GBP vs KZT
CURRFX/MDLAUD,Currency Exchange Rates - MDL vs AUD
CURRFX/GBPGYD,Currency Exchange Rates - GBP vs GYD
CURRFX/GBPHTG,Currency Exchange Rates - GBP vs HTG
CURRFX/GBPLSL,Currency Exchange Rates - GBP vs LSL
CURRFX/GBPJPY,Currency Exchange Rates - GBP vs JPY
CURRFX/GBPKWD,Currency Exchange Rates - GBP vs KWD
CURRFX/GBPJOD,Currency Exchange Rates - GBP vs JOD
CURRFX/GBPNAD,Currency Exchange Rates - GBP vs NAD
CURRFX/GBPOMR,Currency Exchange Rates - GBP vs OMR
CURRFX/GBPRWF,Currency Exchange Rates - GBP vs RWF
CURRFX/GBPRUB,Currency Exchange Rates - GBP vs RUB
CURRFX/HNLRUB,Currency Exchange Rates - HNL vs RUB
CURRFX/GNFCNY,Currency Exchange Rates - GNF vs CNY
CURRFX/GBPNPR,Currency Exchange Rates - GBP vs NPR
CURRFX/GHSCNY,Currency Exchange Rates - GHS vs CNY
CURRFX/HTGIDR,Currency Exchange Rates - HTG vs IDR
CURRFX/GBPYER,Currency Exchange Rates - GBP vs YER
CURRFX/GHSIDR,Currency Exchange Rates - GHS vs IDR
CURRFX/HNLEUR,Currency Exchange Rates - HNL vs EUR
CURRFX/GIPGBP,Currency Exchange Rates - GIP vs GBP
CURRFX/HTGRUB,Currency Exchange Rates - HTG vs RUB
CURRFX/HNLINR,Currency Exchange Rates - HNL vs INR
CURRFX/GTQINR,Currency Exchange Rates - GTQ vs INR
CURRFX/IDRBND,Currency Exchange Rates - IDR vs BND
CURRFX/GYDCNY,Currency Exchange Rates - GYD vs CNY
CURRFX/IDRBOB,Currency Exchange Rates - IDR vs BOB
CURRFX/HTGINR,Currency Exchange Rates - HTG vs INR
CURRFX/HUFGBP,Currency Exchange Rates - HUF vs GBP
CURRFX/IDRBYR,Currency Exchange Rates - IDR vs BYR
CURRFX/IDRANG,Currency Exchange Rates - IDR vs ANG
CURRFX/HRKIDR,Currency Exchange Rates - HRK vs IDR
CURRFX/IDRGEL,Currency Exchange Rates - IDR vs GEL
CURRFX/IDRBSD,Currency Exchange Rates - IDR vs BSD
CURRFX/IDRHKD,Currency Exchange Rates - IDR vs HKD
CURRFX/IDRHRK,Currency Exchange Rates - IDR vs HRK
CURRFX/IDRMYR,Currency Exchange Rates - IDR vs MYR
CURRFX/IDRNPR,Currency Exchange Rates - IDR vs NPR
CURRFX/IDRZMW,Currency Exchange Rates - IDR vs ZMW
CURRFX/IDRUZS,Currency Exchange Rates - IDR vs UZS
CURRFX/IDRLYD,Currency Exchange Rates - IDR vs LYD
CURRFX/IDRMUR,Currency Exchange Rates - IDR vs MUR
CURRFX/ILSINR,Currency Exchange Rates - ILS vs INR
CURRFX/IDRRSD,Currency Exchange Rates - IDR vs RSD
CURRFX/IDRWST,Currency Exchange Rates - IDR vs WST
CURRFX/INRCVE,Currency Exchange Rates - INR vs CVE
CURRFX/INRBWP,Currency Exchange Rates - INR vs BWP
CURRFX/INRJOD,Currency Exchange Rates - INR vs JOD
CURRFX/INRGBP,Currency Exchange Rates - INR vs GBP
CURRFX/INRBOB,Currency Exchange Rates - INR vs BOB
CURRFX/INRDZD,Currency Exchange Rates - INR vs DZD
CURRFX/INRIQD,Currency Exchange Rates - INR vs IQD
CURRFX/INRMWK,Currency Exchange Rates - INR vs MWK
CURRFX/INRGTQ,Currency Exchange Rates - INR vs GTQ
CURRFX/INRGYD,Currency Exchange Rates - INR vs GYD
CURRFX/INRKZT,Currency Exchange Rates - INR vs KZT
CURRFX/INRTOP,Currency Exchange Rates - INR vs TOP
CURRFX/IRRAUD,Currency Exchange Rates - IRR vs AUD
CURRFX/INRMOP,Currency Exchange Rates - INR vs MOP
CURRFX/INRXOF,Currency Exchange Rates - INR vs XOF
CURRFX/INRSEK,Currency Exchange Rates - INR vs SEK
CURRFX/INRSTD,Currency Exchange Rates - INR vs STD
CURRFX/INRPGK,Currency Exchange Rates - INR vs PGK
CURRFX/INROMR,Currency Exchange Rates - INR vs OMR
CURRFX/JMDGBP,Currency Exchange Rates - JMD vs GBP
CURRFX/LAKIDR,Currency Exchange Rates - LAK vs IDR
CURRFX/INRTTD,Currency Exchange Rates - INR vs TTD
CURRFX/JODUSD,Currency Exchange Rates - JOD vs USD
CURRFX/JPYIDR,Currency Exchange Rates - JPY vs IDR
CURRFX/LKRIDR,Currency Exchange Rates - LKR vs IDR
CURRFX/IQDCNY,Currency Exchange Rates - IQD vs CNY
CURRFX/JMDCNY,Currency Exchange Rates - JMD vs CNY
CURRFX/JODGBP,Currency Exchange Rates - JOD vs GBP
CURRFX/MYRINR,Currency Exchange Rates - MYR vs INR
CURRFX/NOKGBP,Currency Exchange Rates - NOK vs GBP
CURRFX/LBPGBP,Currency Exchange Rates - LBP vs GBP
CURRFX/MGARUB,Currency Exchange Rates - MGA vs RUB
CURRFX/KZTCNY,Currency Exchange Rates - KZT vs CNY
CURRFX/RUBUZS,Currency Exchange Rates - RUB vs UZS
CURRFX/LRDINR,Currency Exchange Rates - LRD vs INR
CURRFX/LSLCNY,Currency Exchange Rates - LSL vs CNY
CURRFX/LYDGBP,Currency Exchange Rates - LYD vs GBP
CURRFX/MKDGBP,Currency Exchange Rates - MKD vs GBP
CURRFX/NIOINR,Currency Exchange Rates - NIO vs INR
CURRFX/NOKCHF,Currency Exchange Rates - NOK vs CHF
CURRFX/OMRINR,Currency Exchange Rates - OMR vs INR
